PO_ITEM_POS,PRODUCT_GUID_NODE_KEY    ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          
20,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,224.91,189,35.91
30,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778,337.82
40,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
50,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,1057.91,889,168.91
60,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
70,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,1057.91,889,168.91
80,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
10,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,892.5,750,142.5
20,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,3209.43,2697,512.43
30,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,49.98,42,7.98
40,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,297.5,250,47.5
50,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,1069.81,899,170.81
10,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,3567.62,2998,569.62
20,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679,129.01
30,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,3567.62,2998,569.62
40,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679,129.01
50,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,5351.43,4497,854.43
10,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,342.72,288,54.72
20,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,211.82,178,33.82
30,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,685.44,576,109.44
40,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,317.73,267,50.73
50,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,685.44,576,109.44
60,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,211.82,178,33.82
70,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,1028.16,864,164.16
10,74867AD200E41EDBA5D8B06B26F98052  ,JPY          ,89.25,75,14.25
20,74867AD200E41EDBA5D8B06B26EE4052  ,JPY          ,141.61,119,22.61
30,74867AD200E41EDBA5D8B06B26F3E052  ,JPY          ,53550,45000,8550
10,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,107.08,89.98,17.1
20,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,285.24,239.7,45.54
30,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,1963.5,1650,313.5
40,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,107.08,89.98,17.1
50,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,190.16,159.8,30.36
60,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,1963.5,1650,313.5
70,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,160.61,134.97,25.64
80,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.9,15.18
10,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,3303.44,2776,527.44
20,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
30,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
40,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164,791.16
50,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23,4.37
60,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
10,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,3472.42,2918,554.42
20,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,1544.62,1298,246.62
30,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,16.66,14,2.66
10,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,38.08,32,6.08
20,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1306.62,1098,208.62
30,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,963.9,810,153.9
40,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,38.08,32,6.08
50,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1306.62,1098,208.62
60,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,321.3,270,51.3
70,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,57.12,48,9.12
10,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
20,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,285.24,239.7,45.54
30,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,5890.5,4950,940.5
40,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
10,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778,337.82
20,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
30,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778,337.82
40,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,674.73,567,107.73
50,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778,337.82
60,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
70,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,1057.91,889,168.91
80,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
90,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,3173.73,2667,506.73
10,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,583.1,490,93.1
20,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,124.95,105,19.95
30,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,1506.54,1266,240.54
40,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1166.2,980,186.2
